Unnamed: 0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,target
0,13.691458092700524,6.053591260895852,2.3883418641605414,0.5985555479895929,3.7705998416967534,2.997642440264525,-0.0225074793496751,1.000761142893596,0.853833438162554,0.6716109413116799,0.2421325974689542,-0.0120602516898209,0.0230382398448227
1,1.4136721933962713,0.299680434569486,5.689572162378456,7.490224707861417,0.4194967386045887,6.483684508011284,-0.2252323006704594,1.4387190443570814,0.9362736442246667,0.0696316477278626,-0.0049192039226434,-0.8739163841894467,0.6573775693341989
2,1.617040797839659,0.3457733437114028,5.62948311523245,4.199559493828272,0.5649059792316888,6.337557475617062,-0.2453195811237243,1.3287781416729694,0.9811119949881848,0.2911561731086418,0.1930077493079576,-0.8899672857284524,0.5684135869274196
3,1.8739213735119529,0.4051532911778673,4.976669423634244,6.753425245835595,0.7264137905892721,6.175119213342582,-0.2497323608455779,1.2387443615913614,0.9986910079317298,0.1655871839801998,0.1000113158986885,-0.904200839221578,0.4836403192444944
4,1.095283807353006,0.2290936647241835,5.880960026081706,6.555124385627021,0.1473343630974917,6.756938635763126,-0.1182270998844976,1.7534083258558746,0.6970816285377406,0.1304007694877059,-0.1969856920927582,-0.678960638884067,0.8630053720201705
5,2.2068575590425854,0.4841055955226785,3.659254849241014,3.116301252694771,0.9084887312704248,5.991797007354893,-0.2406167855135412,1.166547550755708,0.997241736888343,0.1340860618766922,0.2205301655059083,-0.3145968196293931,0.4031330062071773
6,0.9564790215637522,0.1989057722497431,9.789316390013942,9.616101825490691,0.0045089131069681,6.900228258687538,-0.0044785243484823,2.000977724800345,0.4218749039867747,0.0743930959020991,0.4552096689219613,-1.0132274377904804,0.9955012367810172
7,2.2648350679032725,0.4980907494332394,4.010485372962964,5.010698221172708,0.9376848241444548,5.962378765089212,-0.2382349652703418,1.157213622471649,0.9958122973838844,0.8153120082698879,0.4648603688542497,-0.364605712927005,0.3915332551900898
8,1.255317792351793,0.2643366167999193,8.962742939343338,7.561558612441424,0.2922109384823413,6.611518089470863,-0.1891829997026584,1.5648941409652843,0.8582011460207332,0.2257049734440632,0.0495094984428643,-0.5223987446185112,0.7466110303642998
9,1.7034967982158549,0.3656121228711685,3.616796135192378,2.0249168365195174,0.621705392419107,6.280447921973379,-0.2486289410604877,1.2937691501233737,0.990199549179712,0.6588144922219813,-0.1563782140163341,-0.8035255393736656,0.5370278130533281
10,0.9965530626744488,0.207585407478457,8.880442093769332,10.617489970638818,0.0476590013869274,6.856944878296858,-0.0443750624702494,1.9186183859262296,0.5200623110670136,0.3782082277641073,-0.2977183591335757,-1.0200845754961276,0.9534588597984944
11,1.5528368689990062,0.3311353404083885,3.7072063947535727,4.57579486267494,0.5209051708772252,6.3817866578656925,-0.241167261730864,1.3587552135231329,0.971244942967963,0.1509115548358972,-0.3756722787225319,-0.6379812281620051,0.5939826487663334
12,0.962181968948851,0.2001392072495807,7.955028357105036,11.195681136712384,0.0107531606744055,6.893965077613759,-0.0105811572832993,1.9886163350770996,0.43697193007486,0.2639230456120567,0.0699698219865173,-0.9006032351020548,0.9893044478815828
13,5.354472578851804,1.3627713993282184,-0.170654524541374,1.454234999293014,1.9895294878927527,4.896045335874097,-0.1180565261787798,1.0200708288270388,0.9113503261710656,0.7651452059155008,-0.0528732206974181,-0.073757383984116,0.1367597574315035
14,1.1490170932033317,0.2408741597135402,10.592416937493912,4.662386022790111,0.1980740927699617,6.706017324319494,-0.1474020984490979,1.6811100641848211,0.7645809799076221,0.4028027893659592,0.0199824218223566,-0.7420508416442584,0.8203090719147713
15,1.284339359919899,0.2707787439303569,7.1752165444993645,7.279923511798584,0.3166161021396107,6.587013250160082,-0.1977372788755131,1.538159238679622,0.876909170475257,0.97862137421244,-0.0510490440955619,-0.949123060527684,0.7286104134209261
16,1.6382449443119234,0.3506254004476103,3.459763592340668,6.976026624500925,0.5790878145648429,6.323299854613781,-0.2463507127629104,1.319662711256358,0.9837373688869708,0.6213980704369071,0.060088064886361,-0.8416138818395409,0.5604093307121472
17,6.04807173229959,1.5956349261323612,3.998131276296654,2.2033193713836785,2.159854047069968,4.72154738330144,-0.1020381878827086,1.014457185966136,0.90108154155827,0.9449661273326144,-0.1747821368062617,0.3205303710708945,0.1153419543057868
18,1.7015896811723012,0.3651729147797754,6.676636303969605,6.210030626193303,0.6204810059977977,6.281679182379136,-0.2485797846000554,1.2944828181680603,0.9900416595135164,0.6478463183105693,-0.4437561385215363,-0.2693331236585946,0.5376857453149664
19,2.0860419522309392,0.4551902268220394,2.7139917349147256,0.9278064573377716,0.8454205530768543,6.05532333225443,-0.2450123557859068,1.1886581561828695,0.9994050509903716,0.1870464888021732,-0.1651928482181296,-0.2205778312219131,0.4293767445235412
